age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,Interests,Looking for,Language
22,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,tours,forum,Ukranian
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,art,market place,Bengali
28,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,hangouts,English
32,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K,coding,meet people,Ukranian
42,Private,Assoc-voc,Widowed,Exec-managerial,Wife,White,Female,7298,0,35,United-States,>50K,literature,hangouts,Bengali
54,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,languages,market place,Bari
58,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,tours,forum,Pashto
39,Self-emp-not-inc,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,2759,45,Mexico,>50K,basketball,things to do,Tamil
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K,basketball,forum,Belarussian
42,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,literature,things to do,English
35,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,games,meet people,English
25,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,languages,things to do,Tamil
44,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,cooking,forum,Belarussian
65,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,<=50K,football,advice,Russian
40,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,tours,forum,Belarussian
37,Local-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,pets,forum,Hindi
62,Federal-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,*,>50K,football,forum,English
22,nan,Some-college,Never-married,nan,Own-child,White,Female,0,0,40,United-States,<=50K,cooking,things to do,Somali
19,nan,Some-college,Never-married,nan,Own-child,White,Female,0,0,25,United-States,<=50K,community,things to do,Somali
31,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,art,forum,Somali
45,Private,Bachelors,Never-married,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K,literature,things to do,Dari
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,cooking,market place,Hindi
17,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K,literature,forum,Somali
20,nan,HS-grad,Separated,nan,Other-relative,White,Female,0,0,35,United-States,<=50K,cooking,things to do,Belarussian
22,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,football,meet people,Russian
34,Private,Masters,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,25,United-States,<=50K,football,forum,Russian
28,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,*,<=50K,cooking,market place,Somali
51,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K,food,forum,Spanish
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,cooking,advice,English
40,Private,*,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,*,<=50K,basketball,market place,Ukranian
44,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,<=50K,cooking,advice,Bengali
54,State-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,<=50K,food,market place,Pashto
52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,>50K,tours,things to do,Belarussian
40,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K,literature,hangouts,Pashto
24,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,16,United-States,<=50K,coding,hangouts,Spanish
35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,<=50K,tours,forum,English
45,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,Mexico,<=50K,pets,forum,Spanish
27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K,games,hangouts,Hindi
28,Private,*,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,2199,40,*,<=50K,literature,advice,Pashto
36,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,literature,forum,Belarussian
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1735,50,United-States,<=50K,community,market place,Arabics
51,Private,Assoc-voc,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,United-States,<=50K,basketball,market place,English
34,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,tours,market place,Belarussian
18,Private,Some-college,Never-married,Sales,Own-child,White,Female,1825,0,35,United-States,<=50K,pets,things to do,Hindi
48,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,languages,things to do,Bengali
55,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,>50K,games,advice,English
29,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,games,meet people,Tamil
68,nan,*,Married-civ-spouse,nan,Husband,White,Male,0,0,1,United-States,<=50K,literature,meet people,Bari
49,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,cooking,meet people,Dari
36,Private,Bachelors,*,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,50,*,<=50K,community,forum,Pashto
30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,things to do,Arabics
29,Private,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Mexico,<=50K,community,market place,Russian
40,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K,tours,hangouts,English
49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,tours,market place,Russian
18,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,basketball,hangouts,Hindi
18,nan,Some-college,Never-married,nan,Unmarried,White,Female,0,0,4,United-States,<=50K,food,things to do,Spanish
17,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,music,advice,Dari
29,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,food,things to do,Bengali
30,Private,Some-college,Never-married,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,literature,meet people,Somali
24,Private,Some-college,Never-married,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,40,*,<=50K,football,hangouts,Ukranian
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,games,advice,Belarussian
27,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,food,things to do,Hindi
33,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,*,>50K,languages,things to do,Hindi
32,Private,*,Divorced,Transport-moving,Unmarried,*,Male,0,0,20,United-States,<=50K,games,forum,Belarussian
23,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,<=50K,community,things to do,English
58,Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,1997,45,United-States,<=50K,coding,advice,Ukranian
64,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,10535,0,45,United-States,>50K,literature,hangouts,Dari
36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,*,>50K,food,things to do,Somali
34,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,games,meet people,Somali
21,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,*,<=50K,languages,things to do,Spanish
46,Private,*,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,*,<=50K,community,meet people,Dari
43,Self-emp-not-inc,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,tours,forum,Russian
56,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K,cooking,meet people,Arabics
56,State-gov,Some-college,*,Farming-fishing,Not-in-family,White,Female,31548,0,20,United-States,>50K,food,things to do,Russian
55,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,*,<=50K,basketball,forum,Spanish
27,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,forum,Bari
25,Private,Bachelors,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K,community,meet people,Russian
46,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,*,<=50K,literature,forum,Bari
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,*,Male,0,0,50,United-States,>50K,coding,meet people,Bari
63,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,literature,things to do,Belarussian
28,Private,Assoc-voc,Never-married,Farming-fishing,Wife,*,Female,2174,0,36,United-States,<=50K,languages,hangouts,Spanish
42,Private,*,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,basketball,advice,Somali
37,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,<=50K,basketball,forum,Tamil
50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,art,hangouts,Somali
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,community,meet people,Pashto
35,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,54,United-States,<=50K,coding,things to do,Dari
49,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,48,United-States,>50K,games,things to do,Hindi
46,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,football,forum,Dari
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,literature,hangouts,Hindi
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2017,40,Mexico,<=50K,languages,market place,Bari
48,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,literature,advice,Pashto
39,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,5178,0,40,United-States,<=50K,food,meet people,Belarussian
39,Private,Bachelors,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,food,forum,Tamil
54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,art,market place,Spanish
22,Private,*,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,meet people,English
51,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,food,things to do,Dari
21,State-gov,Masters,Separated,Transport-moving,Own-child,White,Male,0,0,15,United-States,<=50K,music,meet people,Hindi
29,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,music,hangouts,Dari
38,Private,Some-college,Separated,Sales,Wife,White,Female,0,0,40,United-States,<=50K,music,hangouts,English
32,State-gov,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,art,things to do,Pashto
32,Private,Bachelors,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,community,hangouts,Arabics
40,Local-gov,Some-college,Separated,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,community,advice,Belarussian
76,Private,*,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,20,United-States,<=50K,cooking,market place,Tamil
21,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,languages,things to do,Spanish
21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,cooking,forum,Dari
44,Federal-gov,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,basketball,things to do,Tamil
29,Private,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,*,<=50K,music,meet people,Ukranian
62,Federal-gov,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,languages,advice,Belarussian
29,Private,Some-college,Never-married,Prof-specialty,Not-in-family,*,Male,0,0,45,United-States,<=50K,pets,market place,Dari
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,<=50K,games,advice,Bari
29,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,coding,market place,English
47,Private,Assoc-voc,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K,art,forum,Russian
33,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,1232,0,40,*,<=50K,community,hangouts,Tamil
30,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,54,United-States,<=50K,community,meet people,Russian
50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,cooking,hangouts,Tamil
38,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1879,48,United-States,>50K,basketball,market place,English
36,Private,Masters,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,>50K,food,things to do,English
46,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,45,United-States,<=50K,community,advice,Arabics
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,literature,advice,Tamil
25,Private,11th,Never-married,Craft-repair,Not-in-family,*,Female,0,0,30,United-States,<=50K,music,advice,Dari
37,Private,Some-college,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,music,things to do,Dari
76,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,coding,meet people,Bari
47,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,pets,hangouts,Russian
49,Private,*,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,*,<=50K,community,things to do,Dari
41,nan,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,food,advice,Pashto
44,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,tours,advice,Spanish
19,State-gov,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K,tours,advice,English
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2131,20,United-States,<=50K,food,forum,Russian
31,Private,Some-college,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,50,*,<=50K,basketball,forum,Bari
83,Private,*,Never-married,Prof-specialty,Husband,Black,Male,0,0,10,United-States,<=50K,football,market place,Somali
49,Private,*,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,food,forum,Bari
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K,art,things to do,Pashto
54,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,coding,forum,Tamil
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,tours,forum,English
20,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K,games,things to do,Tamil
58,Private,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,football,hangouts,Somali
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,literature,things to do,Spanish
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,>50K,literature,market place,Somali
58,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K,art,hangouts,Ukranian
35,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,art,forum,Belarussian
49,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,art,hangouts,Tamil
19,nan,HS-grad,Never-married,nan,Own-child,White,Male,0,0,60,United-States,<=50K,community,forum,Spanish
70,State-gov,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,5,United-States,<=50K,community,hangouts,Pashto
53,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,games,things to do,English
28,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2711,0,40,*,<=50K,community,meet people,Bengali
49,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,community,advice,Bari
35,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,football,things to do,Ukranian
59,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,basketball,market place,Somali
36,Private,HS-grad,Never-married,Protective-serv,Other-relative,Black,Male,0,0,35,United-States,<=50K,community,meet people,Russian
24,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K,cooking,hangouts,Bari
58,nan,*,Widowed,nan,Unmarried,White,Male,0,0,40,United-States,<=50K,coding,things to do,Bengali
38,Private,*,Never-married,Other-service,Unmarried,White,Female,0,0,20,nan,<=50K,cooking,market place,Hindi
34,Self-emp-inc,Some-college,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,73,United-States,<=50K,tours,things to do,Belarussian
32,Private,*,Married-civ-spouse,Sales,Husband,White,Male,4408,0,40,United-States,<=50K,literature,forum,Bengali
41,Private,10th,Divorced,Other-service,Unmarried,White,Male,0,0,50,United-States,<=50K,music,market place,Bengali
38,Private,Some-college,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,languages,hangouts,Bari
41,Private,Assoc-acdm,Never-married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,music,market place,Spanish
33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,literature,meet people,Belarussian
36,Private,HS-grad,Never-married,Craft-repair,Husband,White,Male,27481,0,47,United-States,>50K,food,advice,Ukranian
30,Private,Assoc-voc,*,Prof-specialty,Wife,White,Female,0,0,37,United-States,>50K,languages,market place,Spanish
49,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,7687,0,40,United-States,>50K,basketball,meet people,Tamil
58,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K,literature,hangouts,Pashto
22,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,food,meet people,Tamil
23,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,6,United-States,<=50K,literature,market place,Arabics
44,Federal-gov,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K,basketball,hangouts,Bari
69,nan,Some-college,Widowed,nan,Not-in-family,White,Female,0,0,20,United-States,<=50K,food,market place,Somali
44,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K,pets,things to do,Belarussian
24,Self-emp-not-inc,*,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,<=50K,food,hangouts,Belarussian
27,Private,10th,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,basketball,meet people,Tamil
30,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,cooking,advice,Belarussian
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,languages,meet people,English
43,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,>50K,languages,things to do,Arabics
34,Private,HS-grad,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,*,<=50K,languages,advice,Ukranian
46,Private,HS-grad,Widowed,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,literature,market place,Arabics
53,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,nan,>50K,pets,meet people,English
24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K,basketball,forum,English
42,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,literature,meet people,Russian
23,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,pets,forum,Bari
58,Local-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,38,United-States,<=50K,languages,things to do,Russian
58,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,games,things to do,Russian
29,Local-gov,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2009,40,United-States,<=50K,literature,advice,Bari
48,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,food,advice,Pashto
52,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Unmarried,White,Female,0,0,54,United-States,<=50K,literature,forum,Somali
40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,literature,hangouts,Dari
33,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,literature,things to do,Bengali
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,*,Male,0,0,40,United-States,<=50K,food,things to do,Somali
22,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States,<=50K,coding,advice,Somali
34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,tours,hangouts,Ukranian
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,community,advice,Tamil
50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,games,meet people,Somali
31,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,pets,market place,Belarussian
38,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,coding,meet people,Bari
40,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,<=50K,food,meet people,English
69,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,16,United-States,<=50K,tours,meet people,Dari
45,Federal-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K,basketball,advice,Belarussian
33,Local-gov,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,basketball,meet people,Russian
52,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,>50K,pets,hangouts,Somali
28,Private,*,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,<=50K,games,meet people,English
51,Federal-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,United-States,<=50K,community,advice,Tamil
50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K,music,meet people,Spanish
27,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,food,hangouts,Tamil
22,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,games,market place,English
39,Private,HS-grad,Never-married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K,tours,things to do,Somali
36,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3195,0,50,*,<=50K,football,things to do,English
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,*,Male,0,0,40,United-States,<=50K,food,things to do,Tamil
36,Private,Bachelors,Married-civ-spouse,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,pets,hangouts,Tamil
40,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,languages,things to do,Arabics
32,Private,Assoc-acdm,*,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K,food,things to do,Arabics
46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,54,United-States,>50K,games,forum,Bari
67,nan,HS-grad,Widowed,nan,Wife,White,Female,0,0,40,United-States,<=50K,pets,forum,Somali
24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,food,meet people,Spanish
20,nan,11th,Never-married,nan,Own-child,Black,Male,0,0,40,United-States,<=50K,music,hangouts,Ukranian
34,Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,languages,hangouts,Bari
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K,food,market place,Tamil
60,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,pets,market place,Ukranian
47,Federal-gov,Assoc-acdm,Widowed,Prof-specialty,Not-in-family,White,Female,0,1593,50,United-States,>50K,games,hangouts,Hindi
36,Local-gov,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,tours,advice,Somali
22,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,<=50K,games,meet people,Bari
44,Private,*,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,music,hangouts,Bengali
21,Private,11th,Never-married,Other-service,Unmarried,Black,Female,0,0,40,*,<=50K,music,forum,Somali
66,Federal-gov,HS-grad,*,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,cooking,things to do,Spanish
19,Private,Some-college,*,Other-service,Own-child,White,Female,0,0,40,Mexico,<=50K,coding,market place,Somali
41,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,music,hangouts,Bengali
21,Private,Some-college,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,food,forum,English
67,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,19557,0,20,nan,>50K,football,forum,English
